Timestamp,Outdoor_Temp,Is_Holiday,Hour,Energy_Demand_MW
2020-01-03 18:00:00,9.630056026,0,18,338.6078633
2020-01-03 19:00:00,33.64332138,0,19,421.7201907
2020-01-03 20:00:00,16.90043363,0,20,361.4129973
2020-01-03 21:00:00,13.88882881,0,21,404.6976634
2020-01-03 22:00:00,15.16894222,0,22,383.6130807
2020-01-03 23:00:00,13.91016312,0,23,526.7219874
2020-01-04 0:00:00,-0.8833529765,0,0,615.0552547
2020-01-04 1:00:00,26.39321998,0,1,620.1367237
2020-01-04 2:00:00,27.74303953,0,2,588.5402175
2020-01-04 3:00:00,32.78569401,0,3,706.9505071
2020-01-04 4:00:00,27.05276019,0,4,684.9958921
2020-01-04 5:00:00,26.55977381,0,5,722.9685748
2020-01-04 6:00:00,3.214979642,0,6,781.6221636
2020-01-04 7:00:00,21.83109868,0,7,700.5785311
2020-01-04 8:00:00,8.667759118,0,8,769.2666783
2020-01-04 9:00:00,17.20914289,0,9,622.0895719
2020-01-04 10:00:00,33.96619899,0,10,615.34306
2020-01-04 11:00:00,20.32219443,0,11,604.2132789
2020-01-04 12:00:00,-6.136607716,0,12,638.3324452
2020-01-04 13:00:00,9.984223698,0,13,507.6130723
2020-01-04 14:00:00,14.32488994,0,14,428.3760661
2020-01-04 15:00:00,17.74341971,0,15,345.8728201
2020-01-04 16:00:00,29.38023805,0,16,371.3362714
2020-01-04 17:00:00,28.36784126,0,17,341.0513579
2020-01-04 18:00:00,28.12148475,0,18,329.8786927
2020-01-04 19:00:00,22.32306973,0,19,230.2053736
2020-01-04 20:00:00,17.04892327,0,20,297.5147228
2020-01-04 21:00:00,16.38323996,0,21,353.1263139
2020-01-04 22:00:00,24.32115075,0,22,455.7001272
2020-01-04 23:00:00,29.33958548,0,23,458.3315113
2020-01-05 0:00:00,35.52633857,0,0,547.6150503
2020-01-05 1:00:00,20.93623407,0,1,564.1595067
2020-01-05 2:00:00,22.9482583,0,2,624.0787017
2020-01-05 3:00:00,34.85430768,0,3,678.8610099
2020-01-05 4:00:00,9.131148468,0,4,729.8383788
2020-01-05 5:00:00,28.21162813,0,5,761.387399
2020-01-05 6:00:00,12.12050798,0,6,768.107897
2020-01-05 7:00:00,35.93811652,0,7,784.5253138
2020-01-05 8:00:00,34.05904363,0,8,737.1950655
2020-01-05 9:00:00,36.44756567,0,9,670.5589384
2020-01-05 10:00:00,35.41598707,1,10,697.5250918
2020-01-05 11:00:00,28.40607638,0,11,609.2552751
2020-01-05 12:00:00,9.769056016,0,12,552.45261
2020-01-05 13:00:00,24.94772302,0,13,446.1298223
2020-01-05 14:00:00,28.95732598,0,14,456.1055264
2020-01-05 15:00:00,24.77352014,0,15,358.3620743
2020-01-05 16:00:00,18.85469477,0,16,338.1170669
2020-01-05 17:00:00,21.56897432,0,17,325.8313719
2020-01-05 18:00:00,23.87596666,1,18,325.8316207
2020-01-05 19:00:00,9.737734178,0,19,378.1726558
2020-01-05 20:00:00,26.79142901,0,20,350.9261284
2020-01-05 21:00:00,25.54910372,0,21,349.0798326
2020-01-05 22:00:00,18.68283074,0,22,375.2442981
2020-01-05 23:00:00,26.67894281,0,23,496.7149215
2020-01-06 0:00:00,31.63639728,0,0,574.5913376
2020-01-06 1:00:00,9.833327759,0,1,621.5622489
2020-01-06 2:00:00,34.70668329,0,2,668.2798629
2020-01-06 3:00:00,30.16321125,0,3,652.1492763
2020-01-06 4:00:00,30.06110392,0,4,674.8506771
2020-01-06 5:00:00,29.97332447,0,5,671.7837149
2020-01-06 6:00:00,27.14421983,0,6,741.8320581
2020-01-06 7:00:00,20.00649593,0,7,672.074404
2020-01-06 8:00:00,12.66705077,0,8,713.3606534
2020-01-06 9:00:00,25.12437307,0,9,656.6291412
2020-01-06 10:00:00,21.32907566,0,10,604.2035276
2020-01-06 11:00:00,13.06347528,0,11,568.3236956
2020-01-06 12:00:00,37.59628989,0,12,628.2764474
2020-01-06 13:00:00,28.40528586,0,13,492.4655056
2020-01-06 14:00:00,16.89109838,0,14,350.353709
2020-01-06 15:00:00,4.255739995,0,15,420.5420553
2020-01-06 16:00:00,11.61927941,0,16,353.689845
2020-01-06 17:00:00,24.88591998,0,17,335.674662
2020-01-06 18:00:00,17.42271631,0,18,300.6807062
2020-01-06 19:00:00,6.82523664,0,19,353.6547735
2020-01-06 20:00:00,22.66891203,0,20,312.3278766
2020-01-06 21:00:00,18.41258131,0,21,397.4594815
2020-01-06 22:00:00,15.97380393,0,22,439.0619429
2020-01-06 23:00:00,7.5509125,1,23,480.0364237
2020-01-07 0:00:00,23.34665121,0,0,531.4566127
2020-01-07 1:00:00,9.27452046,0,1,543.8735895
2020-01-07 2:00:00,17.87348968,0,2,597.7140796
2020-01-07 3:00:00,31.6056691,0,3,726.4612247
2020-01-07 4:00:00,32.44479867,0,4,749.1034783
2020-01-07 5:00:00,18.71917853,0,5,736.1877877
2020-01-07 6:00:00,-10.79454863,0,6,831.2736224
2020-01-07 7:00:00,27.55223253,0,7,735.6377026
2020-01-07 8:00:00,10.71066224,0,8,740.9926463
2020-01-07 9:00:00,6.066275638,0,9,762.7186975
2020-01-07 10:00:00,27.39926208,0,10,602.3781461
2020-01-07 11:00:00,1.502148643,0,11,598.1345397
2020-01-07 12:00:00,27.12471048,0,12,550.2793788
2020-01-07 13:00:00,29.05080646,0,13,468.6200909
2020-01-07 14:00:00,25.02651728,0,14,417.4334588
2020-01-07 15:00:00,22.09559056,0,15,388.9091742
2020-01-07 16:00:00,18.87823413,0,16,329.5184736
2020-01-07 17:00:00,15.16191723,0,17,290.414186
2020-01-07 18:00:00,9.18023556,0,18,345.6245414
2020-01-07 19:00:00,43.68574331,0,19,384.1838021
2020-01-07 20:00:00,15.55390576,0,20,298.7477913
2020-01-07 21:00:00,10.76539406,0,21,371.1231357
2020-01-07 22:00:00,19.06750128,0,22,395.3866543
2020-01-07 23:00:00,25.77580186,0,23,447.4765293
2020-01-08 0:00:00,30.20771195,0,0,543.6386027
2020-01-08 1:00:00,17.71980453,0,1,562.9429235
2020-01-08 2:00:00,18.09711926,0,2,590.6705786
2020-01-08 3:00:00,11.98840629,0,3,681.070108
2020-01-08 4:00:00,17.43900087,1,4,694.4782013
2020-01-08 5:00:00,28.65293525,0,5,697.8328381
2020-01-08 6:00:00,19.37865484,0,6,655.9268591
2020-01-08 7:00:00,16.32909752,1,7,634.4485829
2020-01-08 8:00:00,21.7099595,0,8,646.1190177
2020-01-08 9:00:00,12.18317853,0,9,647.0196544
2020-01-08 10:00:00,-1.572057015,0,10,680.3044535
2020-01-08 11:00:00,15.13413751,0,11,589.2413755
2020-01-08 12:00:00,-9.888264119,0,12,647.9630064
2020-01-08 13:00:00,17.35550947,0,13,432.4611181
2020-01-08 14:00:00,24.11545117,0,14,398.4151143
2020-01-08 15:00:00,29.87556059,0,15,409.7365346
2020-01-08 16:00:00,25.29889994,0,16,286.9657429
2020-01-08 17:00:00,20.3628373,0,17,308.238374
2020-01-08 18:00:00,9.743328587,0,18,369.6923154
2020-01-08 19:00:00,9.011877866,0,19,320.7358964
2020-01-08 20:00:00,17.89993909,0,20,358.2391849
2020-01-08 21:00:00,11.34971549,0,21,436.5759971
2020-01-08 22:00:00,10.37831477,0,22,441.5353573
2020-01-08 23:00:00,20.44652846,0,23,447.334308
2020-01-09 0:00:00,11.48283493,0,0,540.6050469
2020-01-09 1:00:00,1.832067098,0,1,642.0675228
2020-01-09 2:00:00,17.8166153,0,2,609.9747518
2020-01-09 3:00:00,10.50341719,0,3,660.7342159
2020-01-09 4:00:00,25.17564292,0,4,667.5780174
2020-01-09 5:00:00,32.93981487,0,5,695.0378338
2020-01-09 6:00:00,27.60000946,0,6,641.8137304
2020-01-09 7:00:00,24.36446959,1,7,668.0116261
2020-01-09 8:00:00,33.65633638,0,8,733.7576218
2020-01-09 9:00:00,10.191809,0,9,686.2095666
2020-01-09 10:00:00,14.23480095,0,10,587.1233163
2020-01-09 11:00:00,21.85509943,0,11,523.7094423
2020-01-09 12:00:00,16.04326703,0,12,468.17111
2020-01-09 13:00:00,21.45177365,0,13,442.4740079
2020-01-09 14:00:00,16.21891969,0,14,426.8815418
2020-01-09 15:00:00,17.37757757,0,15,309.1388062
2020-01-09 16:00:00,15.72675913,0,16,319.5822636
2020-01-09 17:00:00,27.44011913,0,17,294.8215802
2020-01-09 18:00:00,18.13844264,0,18,251.4807917
2020-01-09 19:00:00,6.895531985,0,19,380.4426822
2020-01-09 20:00:00,18.78180845,0,20,359.9452034
2020-01-09 21:00:00,13.91156806,0,21,384.52128
2020-01-09 22:00:00,34.43892365,0,22,521.5456888
2020-01-09 23:00:00,23.62326253,0,23,438.8853481
2020-01-10 0:00:00,32.707178,0,0,530.5615124
2020-01-10 1:00:00,21.11052997,0,1,534.7612213
2020-01-10 2:00:00,29.20934584,0,2,605.7509691
2020-01-10 3:00:00,27.64886055,0,3,645.2587395
2020-01-10 4:00:00,25.58044098,0,4,623.9025625
2020-01-10 5:00:00,2.60266648,0,5,695.7468983
2020-01-10 6:00:00,21.99601949,0,6,661.8252524
2020-01-10 7:00:00,33.60776248,0,7,765.2515355
2020-01-10 8:00:00,20.1346036,1,8,618.439024
2020-01-10 9:00:00,31.69992108,0,9,676.6471592
2020-01-10 10:00:00,15.19681412,0,10,593.3572416
2020-01-10 11:00:00,16.93175723,0,11,598.5902237
2020-01-10 12:00:00,26.8857119,0,12,501.6650783
2020-01-10 13:00:00,5.864602261,0,13,489.8278886
2020-01-10 14:00:00,36.72518735,0,14,418.1436578
2020-01-10 15:00:00,17.2467601,1,15,306.0937154
2020-01-10 16:00:00,33.13416659,0,16,380.9756082
2020-01-10 17:00:00,14.02033918,0,17,277.6715149
2020-01-10 18:00:00,27.51759881,0,18,273.8204112
2020-01-10 19:00:00,15.84189513,0,19,310.9943309
2020-01-10 20:00:00,4.614299878,0,20,363.2630928
2020-01-10 21:00:00,15.76614708,0,21,354.9711616
2020-01-10 22:00:00,18.86454649,0,22,413.3371805
2020-01-10 23:00:00,24.7986554,0,23,458.6736784
2020-01-11 0:00:00,12.10212433,0,0,485.6731491
2020-01-11 1:00:00,25.19661989,0,1,559.6197543
2020-01-11 2:00:00,17.40698596,0,2,625.9442732
2020-01-11 3:00:00,0.2100626561,0,3,731.9267201
2020-01-11 4:00:00,29.84558096,0,4,732.9106639
2020-01-11 5:00:00,30.78011302,0,5,754.5340192
2020-01-11 6:00:00,16.42718671,0,6,710.7772997
2020-01-11 7:00:00,18.12665381,1,7,687.1961273
2020-01-11 8:00:00,14.76021074,0,8,632.5962383
2020-01-11 9:00:00,23.80437201,0,9,601.7468797
2020-01-11 10:00:00,14.10282913,0,10,589.8022991
2020-01-11 11:00:00,28.31718474,0,11,564.4912592
2020-01-11 12:00:00,18.55517578,0,12,431.6398259
2020-01-11 13:00:00,7.019628603,0,13,486.3600308
2020-01-11 14:00:00,26.86302641,0,14,386.5871277
2020-01-11 15:00:00,24.70576111,0,15,374.8458062
2020-01-11 16:00:00,1.521058488,0,16,330.2664712
2020-01-11 17:00:00,21.85824368,0,17,248.554865
2020-01-11 18:00:00,25.61163133,0,18,234.3861589
2020-01-11 19:00:00,19.06532422,0,19,285.1674308
2020-01-11 20:00:00,15.2044726,0,20,317.1927757
2020-01-11 21:00:00,32.28557247,0,21,435.3996008
2020-01-11 22:00:00,13.38651433,0,22,401.9847136
2020-01-11 23:00:00,37.43234916,0,23,529.856467
2020-01-12 0:00:00,12.78220523,0,0,560.2781305
2020-01-12 1:00:00,29.40115656,0,1,606.9278064
2020-01-12 2:00:00,38.04543977,0,2,662.3591016
2020-01-12 3:00:00,7.1747651,0,3,712.6440737
2020-01-12 4:00:00,24.77758469,0,4,717.5161396
2020-01-12 5:00:00,12.78933995,0,5,722.8153966
2020-01-12 6:00:00,28.01733197,0,6,732.681662
2020-01-12 7:00:00,34.35829634,0,7,779.3936727
2020-01-12 8:00:00,37.75028333,0,8,722.7395556
2020-01-12 9:00:00,30.26607682,0,9,644.9834064
2020-01-12 10:00:00,16.68450722,0,10,589.8150648
2020-01-12 11:00:00,27.2210054,0,11,604.7130029
2020-01-12 12:00:00,46.33304924,0,12,640.6209323
2020-01-12 13:00:00,32.60351182,0,13,483.1794892
2020-01-12 14:00:00,42.3399864,0,14,481.454761
2020-01-12 15:00:00,31.65404621,0,15,411.8976613
2020-01-12 16:00:00,8.246889383,0,16,395.280483
2020-01-12 17:00:00,17.45852811,0,17,342.2514366
2020-01-12 18:00:00,27.31663142,0,18,311.4672681
2020-01-12 19:00:00,10.85451849,0,19,330.1099995
2020-01-12 20:00:00,27.15435472,0,20,316.5806243
2020-01-12 21:00:00,0.9853388201,0,21,464.6798071
2020-01-12 22:00:00,19.52732321,0,22,408.8311555
2020-01-12 23:00:00,26.17605562,0,23,490.6645454
2020-01-13 0:00:00,1.711537312,0,0,570.3482032
2020-01-13 1:00:00,25.81562128,0,1,564.1587004
2020-01-13 2:00:00,29.376053,0,2,643.6104215
2020-01-13 3:00:00,29.69153023,0,3,680.6671579
2020-01-13 4:00:00,3.959205392,0,4,743.3736754
2020-01-13 5:00:00,6.139404131,0,5,750.872629
2020-01-13 6:00:00,31.8640209,0,6,699.9756532
2020-01-13 7:00:00,31.88058755,0,7,665.52412
2020-01-13 8:00:00,9.939377391,0,8,687.2349502
2020-01-13 9:00:00,7.226548158,0,9,641.3693441
2020-01-13 10:00:00,30.20386159,0,10,618.7028462
2020-01-13 11:00:00,0.9858092711,0,11,590.6351985
2020-01-13 12:00:00,27.17789138,0,12,520.8024617
2020-01-13 13:00:00,4.051699806,0,13,536.7291673
2020-01-13 14:00:00,6.164796885,0,14,484.2893424
2020-01-13 15:00:00,21.41479789,0,15,365.2664755
2020-01-13 16:00:00,27.11892166,0,16,314.8495378
2020-01-13 17:00:00,27.39132327,0,17,374.1215872
2020-01-13 18:00:00,21.83709271,0,18,267.6126719
2020-01-13 19:00:00,11.69787676,0,19,326.0599666
2020-01-13 20:00:00,12.2635247,0,20,353.7520596
2020-01-13 21:00:00,22.66803794,0,21,389.1183938
2020-01-13 22:00:00,27.13833956,0,22,452.8035765
2020-01-13 23:00:00,11.29583023,1,23,479.1658738
2020-01-14 0:00:00,13.28336603,0,0,551.0207454
2020-01-14 1:00:00,14.14526777,0,1,641.6759643
2020-01-14 2:00:00,20.64416525,0,2,569.7142604
2020-01-14 3:00:00,10.66372357,0,3,655.1823258
2020-01-14 4:00:00,19.9223154,0,4,668.4804569
2020-01-14 5:00:00,22.14299205,0,5,670.1663184
2020-01-14 6:00:00,25.17128498,0,6,710.8464763
2020-01-14 7:00:00,24.60857678,0,7,645.7122139
2020-01-14 8:00:00,7.525785113,0,8,727.9065152
2020-01-14 9:00:00,20.65488261,0,9,639.3299602
2020-01-14 10:00:00,24.49098902,0,10,614.3745355
2020-01-14 11:00:00,13.16447139,1,11,509.7571163
2020-01-14 12:00:00,16.10738378,0,12,480.7189474
2020-01-14 13:00:00,33.99999993,0,13,495.6194591
2020-01-14 14:00:00,0.336666309,0,14,486.2124729
2020-01-14 15:00:00,41.71340148,0,15,461.2269302
2020-01-14 16:00:00,32.23202388,0,16,378.6893684
2020-01-14 17:00:00,17.00638618,0,17,301.8156182
2020-01-14 18:00:00,36.31257823,0,18,311.7771033
2020-01-14 19:00:00,10.42398774,0,19,368.1868885
2020-01-14 20:00:00,25.30376614,0,20,330.1274838
2020-01-14 21:00:00,6.138473422,0,21,357.909611
2020-01-14 22:00:00,35.80858044,0,22,431.5537382
2020-01-14 23:00:00,13.66820261,0,23,506.9034089
2020-01-15 0:00:00,28.74478954,0,0,489.6700768
2020-01-15 1:00:00,22.21771063,0,1,547.312859
2020-01-15 2:00:00,16.38552069,0,2,600.3044406
2020-01-15 3:00:00,14.69020012,0,3,656.9764484
2020-01-15 4:00:00,45.48774758,0,4,737.4800734
2020-01-15 5:00:00,13.41314661,0,5,719.5725402
2020-01-15 6:00:00,25.45936277,0,6,681.1161172
2020-01-15 7:00:00,26.96042532,0,7,780.3691962
2020-01-15 8:00:00,31.67378442,0,8,688.754364
2020-01-15 9:00:00,31.24104025,0,9,687.2083048
2020-01-15 10:00:00,9.128112339,0,10,678.9139623
2020-01-15 11:00:00,20.08865911,0,11,538.0046783
2020-01-15 12:00:00,26.93035346,0,12,532.774683
2020-01-15 13:00:00,23.28834379,0,13,391.1471927
2020-01-15 14:00:00,13.30168623,0,14,433.9917918
2020-01-15 15:00:00,15.54441204,0,15,307.7869724
2020-01-15 16:00:00,19.64500801,0,16,297.2004218
2020-01-15 17:00:00,8.870304887,0,17,367.0826676
2020-01-15 18:00:00,19.81824471,0,18,226.5049946
2020-01-15 19:00:00,26.09120441,0,19,318.4231113
2020-01-15 20:00:00,25.62501289,0,20,314.3079832
2020-01-15 21:00:00,25.29180759,0,21,384.0342652
2020-01-15 22:00:00,11.23678427,0,22,404.6794663
2020-01-15 23:00:00,3.833822972,0,23,536.8195835
2020-01-16 0:00:00,23.58768462,0,0,496.4025135
2020-01-16 1:00:00,12.96891453,0,1,549.4392382
2020-01-16 2:00:00,24.05334845,0,2,664.6105513
2020-01-16 3:00:00,35.93612368,0,3,680.123637
2020-01-16 4:00:00,22.08380071,0,4,723.901679
2020-01-16 5:00:00,17.89240606,0,5,667.8929962
2020-01-16 6:00:00,12.72979187,0,6,733.6740293
2020-01-16 7:00:00,10.66069199,0,7,717.9617363
2020-01-16 8:00:00,32.9722848,0,8,706.2593233
2020-01-16 9:00:00,-4.268033365,0,9,703.325853
2020-01-16 10:00:00,18.20826107,0,10,608.5693476
2020-01-16 11:00:00,32.0139964,0,11,586.3730954
2020-01-16 12:00:00,9.943954946,0,12,528.6404356
2020-01-16 13:00:00,19.41638066,0,13,467.3074404
2020-01-16 14:00:00,17.3433719,0,14,421.7352239
2020-01-16 15:00:00,25.79962657,0,15,327.2732382
2020-01-16 16:00:00,34.53621961,0,16,403.7251708
2020-01-16 17:00:00,15.70995482,0,17,276.5677752
2020-01-16 18:00:00,9.994359732,0,18,335.4272589
2020-01-16 19:00:00,13.56581794,0,19,342.7524937
2020-01-16 20:00:00,39.62258969,0,20,423.8651731
2020-01-16 21:00:00,39.80046197,0,21,362.325352
2020-01-16 22:00:00,24.28686583,0,22,375.6389456
2020-01-16 23:00:00,26.20750647,0,23,470.1587881
2020-01-17 0:00:00,13.75523622,0,0,523.4264992
2020-01-17 1:00:00,30.1902302,0,1,558.8664753
2020-01-17 2:00:00,17.53311342,0,2,605.7485515
2020-01-17 3:00:00,11.57226782,0,3,659.1185665
2020-01-17 4:00:00,22.54841026,0,4,652.6067882
2020-01-17 5:00:00,17.02215154,0,5,687.4734167
2020-01-17 6:00:00,22.18968057,0,6,734.5819853
2020-01-17 7:00:00,19.73692213,0,7,644.1943064
2020-01-17 8:00:00,23.55115618,0,8,686.0864497
2020-01-17 9:00:00,21.31072522,0,9,661.3711389
2020-01-17 10:00:00,38.79580214,0,10,697.8698021
2020-01-17 11:00:00,27.52717716,0,11,580.4197543
2020-01-17 12:00:00,16.72137409,1,12,514.7598718
2020-01-17 13:00:00,25.36739094,0,13,445.7548317
2020-01-17 14:00:00,14.22046842,0,14,406.6429004
2020-01-17 15:00:00,19.984506,0,15,361.2369524
2020-01-17 16:00:00,9.987388112,1,16,331.1393399
2020-01-17 17:00:00,9.80196198,0,17,291.5413596
2020-01-17 18:00:00,21.48516801,0,18,277.3609143
2020-01-17 19:00:00,5.946506352,0,19,282.2535557
2020-01-17 20:00:00,21.43936737,0,20,328.5228887
2020-01-17 21:00:00,16.23747745,1,21,393.9331689
2020-01-17 22:00:00,20.51965523,1,22,410.0689953
2020-01-17 23:00:00,27.20321867,0,23,398.7645064
2020-01-18 0:00:00,30.11444349,0,0,510.7079148
2020-01-18 1:00:00,24.14534411,0,1,554.0932154
2020-01-18 2:00:00,11.35806935,0,2,599.6292608
2020-01-18 3:00:00,26.42055859,0,3,698.754435
2020-01-18 4:00:00,34.71217704,0,4,728.1859749
2020-01-18 5:00:00,23.21492844,0,5,691.5159507
2020-01-18 6:00:00,1.207491167,0,6,793.0948951
2020-01-18 7:00:00,7.510856006,0,7,712.018515
2020-01-18 8:00:00,23.38427151,0,8,626.2302394
2020-01-18 9:00:00,17.00879438,0,9,621.6716041
2020-01-18 10:00:00,42.90374504,0,10,734.5232801
2020-01-18 11:00:00,15.20246262,0,11,520.0012169
2020-01-18 12:00:00,17.72504228,0,12,491.8219371
2020-01-18 13:00:00,25.55883091,1,13,436.1690185
2020-01-18 14:00:00,-3.869034832,0,14,469.4114444
2020-01-18 15:00:00,28.8700415,0,15,412.6730771
2020-01-18 16:00:00,17.50958787,0,16,355.7093086
2020-01-18 17:00:00,5.887906926,0,17,360.8979724
2020-01-18 18:00:00,15.88037814,0,18,296.4697981
2020-01-18 19:00:00,31.69250311,0,19,313.0265007
2020-01-18 20:00:00,22.86901605,0,20,345.195836
2020-01-18 21:00:00,-7.362871484,0,21,482.6089607
2020-01-18 22:00:00,24.53929708,0,22,395.6313716
2020-01-18 23:00:00,16.90832054,0,23,455.1538641
2020-01-19 0:00:00,22.14315075,0,0,486.9259518
2020-01-19 1:00:00,7.2286423,0,1,592.9543101
2020-01-19 2:00:00,29.99667062,0,2,608.9390626
2020-01-19 3:00:00,29.85558674,0,3,673.9756031
2020-01-19 4:00:00,21.44474594,0,4,678.6770115
2020-01-19 5:00:00,20.13773774,0,5,642.7950775
2020-01-19 6:00:00,31.35141968,0,6,719.6170711
2020-01-19 7:00:00,24.90036087,0,7,664.3836899
2020-01-19 8:00:00,17.43097286,0,8,603.0651187
2020-01-19 9:00:00,18.21920047,0,9,637.8439149
2020-01-19 10:00:00,24.7455262,0,10,619.0658838
2020-01-19 11:00:00,38.45710912,1,11,609.3645935
2020-01-19 12:00:00,15.37420182,0,12,478.8555567
2020-01-19 13:00:00,15.71223327,0,13,400.4198771
2020-01-19 14:00:00,28.09797108,0,14,349.4799314
2020-01-19 15:00:00,14.79651125,0,15,354.0151226
2020-01-19 16:00:00,10.79652656,0,16,314.709145
2020-01-19 17:00:00,9.522180975,0,17,293.3323388
2020-01-19 18:00:00,34.5699122,0,18,345.0605949
2020-01-19 19:00:00,11.50477837,0,19,321.1193055
2020-01-19 20:00:00,17.74175386,0,20,311.9854265
2020-01-19 21:00:00,5.164960517,0,21,356.6443038
2020-01-19 22:00:00,19.25715602,0,22,360.5182616
2020-01-19 23:00:00,16.01298931,0,23,461.2994233
2020-01-20 0:00:00,18.32362544,0,0,512.683904
2020-01-20 1:00:00,15.79990658,0,1,528.1038192
2020-01-20 2:00:00,20.38205258,0,2,564.5930808
2020-01-20 3:00:00,18.21132266,0,3,658.0808496
2020-01-20 4:00:00,17.97473908,0,4,655.5832459
2020-01-20 5:00:00,13.07139892,0,5,698.1364782
2020-01-20 6:00:00,13.27845018,0,6,658.2283469
2020-01-20 7:00:00,28.54311878,0,7,715.3512208
2020-01-20 8:00:00,18.75779788,1,8,638.7958407
2020-01-20 9:00:00,31.9287834,0,9,668.6622823
2020-01-20 10:00:00,15.77792302,0,10,601.031728
2020-01-20 11:00:00,14.37902985,0,11,578.2816023
2020-01-20 12:00:00,30.63807094,0,12,551.7071006
2020-01-20 13:00:00,18.58516686,0,13,437.4709419
2020-01-20 14:00:00,17.10821437,0,14,357.7376516
2020-01-20 15:00:00,16.53643962,0,15,293.4579807
2020-01-20 16:00:00,34.00167336,0,16,349.5995091
2020-01-20 17:00:00,20.56880469,0,17,255.0025608
2020-01-20 18:00:00,26.52298637,0,18,264.9725002
2020-01-20 19:00:00,30.99483212,0,19,294.3599692
2020-01-20 20:00:00,24.37702506,0,20,369.7422098
2020-01-20 21:00:00,9.499446247,0,21,414.1725841
2020-01-20 22:00:00,23.85417305,0,22,412.5615109
2020-01-20 23:00:00,33.0639445,1,23,450.8866102
2020-01-21 0:00:00,28.79831519,0,0,483.5420056
